Date,Close
2020-01-02,72.716064453125
2020-01-03,72.0091171264648
2020-01-06,72.5829238891602
2020-01-07,72.2415390014648
2020-01-08,73.4036560058594
2020-01-09,74.9628143310547
2020-01-10,75.1322555541992
2020-01-13,76.7374038696289
2020-01-14,75.7012176513672
2020-01-15,75.3767852783203
2020-01-16,76.3209915161133
2020-01-17,77.1659393310547
2020-01-21,76.6430053710938
2020-01-22,76.9165878295898
2020-01-23,77.286994934082
2020-01-24,77.0642471313477
2020-01-27,74.7981491088867
2020-01-28,76.9141540527344
2020-01-29,78.5241470336914
2020-01-30,78.4103622436523
2020-01-31,74.9337387084961
2020-02-03,74.7279663085938
2020-02-04,77.1950149536133
2020-02-05,77.824462890625
2020-02-06,78.7347717285156
2020-02-07,77.6645660400391
2020-02-10,78.0334396362305
2020-02-11,77.5626449584961
2020-02-12,79.4045867919922
2020-02-13,78.8391494750977
2020-02-14,78.8585433959961
2020-02-18,77.4146118164063
2020-02-19,78.5357894897461
2020-02-20,77.7300796508789
2020-02-21,75.9706573486328
2020-02-24,72.3620300292969
2020-02-25,69.9109649658203
2020-02-26,71.0200119018555
2020-02-27,66.377571105957
2020-02-28,66.338737487793
2020-03-02,72.5149230957031
2020-03-03,70.2118988037109
2020-03-04,73.4686431884766
2020-03-05,71.0855484008789
2020-03-06,70.1415328979492
2020-03-09,64.593879699707
2020-03-10,69.2460098266602
2020-03-11,66.8410797119141
2020-03-12,60.2402191162109
2020-03-13,67.4574966430664
2020-03-16,58.7792854309082
2020-03-17,61.3638114929199
2020-03-18,59.8616371154785
2020-03-19,59.4029808044434
2020-03-20,55.6317405700684
2020-03-23,54.449893951416
2020-03-24,59.9126014709473
2020-03-25,59.5825576782227
2020-03-26,62.7179794311523
2020-03-27,60.1213035583496
2020-03-30,61.8370475769043
2020-03-31,61.7108497619629
2020-04-01,58.4638061523438
2020-04-02,59.4393615722656
2020-04-03,58.585147857666
2020-04-06,63.6959457397461
2020-04-07,62.9582176208496
2020-04-08,64.5696182250977
2020-04-09,65.0355377197266
2020-04-13,66.3120346069336
2020-04-14,69.661003112793
2020-04-15,69.0252227783203
2020-04-16,69.5736312866211
2020-04-17,68.629638671875
2020-04-20,67.2051010131836
2020-04-21,65.1277847290039
2020-04-22,67.0036773681641
2020-04-23,66.7439956665039
2020-04-24,68.6708984375
2020-04-27,68.7194213867188
2020-04-28,67.6055297851563
2020-04-29,69.826042175293
2020-04-30,71.2991027832031
2020-05-01,70.1512298583984
2020-05-04,71.1437835693359
2020-05-05,72.2115707397461
2020-05-06,72.9565963745117
2020-05-07,73.7113418579102
2020-05-08,75.4657821655273
2020-05-11,76.6532516479492
2020-05-12,75.7772445678711
2020-05-13,74.8623046875
2020-05-14,75.3222274780273
2020-05-15,74.8768997192383
2020-05-18,76.6410827636719
2020-05-19,76.1982192993164
2020-05-20,77.6801605224609
2020-05-21,77.1009979248047
2020-05-22,77.5974044799805
2020-05-26,77.0717926025391
2020-05-27,77.407600402832
2020-05-28,77.4416656494141
2020-05-29,77.3662338256836
2020-06-01,78.3176727294922
2020-06-02,78.6802368164063
2020-06-03,79.1134033203125
2020-06-04,78.4320449829102
2020-06-05,80.6658782958984
2020-06-08,81.1427917480469
2020-06-09,83.7051467895508
2020-06-10,85.8586654663086
2020-06-11,81.7365417480469
2020-06-12,82.4422073364258
2020-06-15,83.4617919921875
2020-06-16,85.6737289428711
2020-06-17,85.5544891357422
2020-06-18,85.5885467529297
2020-06-19,85.0994567871094
